city,geo_location,working_age_population,employed_population,unemployed_population,employment_rate,avg_annual_income,median_annual_income
Riyadh,"24.698909711909813, 46.61229477656602",3336,2478,858,74.3,69206.02,62138.38
Riyadh,"24.69861099661668, 46.621882148692386",2341,2056,285,87.9,117333.52,80394.43
Riyadh,"24.70163894157426, 46.625983805620145",1023,870,153,85.1,54940.2,99636.42
Riyadh,"24.700168935004825, 46.632160362431975",3948,2480,1468,62.8,118915.56,57454.8
Riyadh,"24.698554306107198, 46.64016541530741",2323,1671,652,72.0,67171.66,51286.86
Riyadh,"24.70120042023666, 46.64811701731299",2316,1729,587,74.7,89603.85,83882.85
Riyadh,"24.69923599358465, 46.65415387888448",2417,1757,660,72.7,73928.43,43480.63
Riyadh,"24.70009522193401, 46.65854100997537",1370,1103,267,80.6,75511.62,98190.61
Riyadh,"24.70198274320093, 46.66856977430294",1142,990,152,86.8,63692.8,60325.44
Riyadh,"24.698580609579572, 46.675065453119025",2128,1734,394,81.5,102343.21,86123.31
Riyadh,"24.701668448482696, 46.679269984843366",1422,973,449,68.4,39633.81,84839.48
Riyadh,"24.700229361192378, 46.688461072923324",2545,2204,341,86.6,50794.62,51743.31
Riyadh,"24.698473549162873, 46.6926037236901",2787,2293,494,82.3,108424.23,88650.01
Riyadh,"24.70151855248647, 46.700908318133045",2336,2178,158,93.3,63425.27,89483.5
Riyadh,"24.701061740050278, 46.7081871942671",2695,1824,871,67.7,106003.95,30888.49
Riyadh,"24.699656160621682, 46.71297834038645",1634,1424,210,87.2,109268.39,41544.08
Riyadh,"24.699772017948202, 46.721735074097566",3242,1945,1297,60.0,76712.97,66972.97
Riyadh,"24.701576520372537, 46.72839966678833",3400,3100,300,91.2,70518.18,70514.69
Riyadh,"24.69909518465853, 46.734449764873226",1055,978,77,92.7,103262.31,56448.2
Riyadh,"24.698427085731378, 46.738738985986295",2240,2024,216,90.4,75715.24,90103.18
Riyadh,"24.701049789934935, 46.74711459305734",1006,755,251,75.1,45349.38,72273.05
Riyadh,"24.69906745045202, 46.753601505705085",1702,1279,423,75.2,108955.39,34037.56
Riyadh,"24.698923645394935, 46.75892873013708",3160,1960,1200,62.1,45065.15,62208.48
Riyadh,"24.700749511540717, 46.766103712004806",3151,2596,555,82.4,92889.33,61014.56
Riyadh,"24.700752565138934, 46.77323974221351",2564,2143,421,83.6,43832.27,70267.91
Riyadh,"24.700009298349805, 46.78041884703841",1967,1464,503,74.4,37743.76,95106.02
Riyadh,"24.70084807651191, 46.78616250427118",2386,1993,393,83.6,81707.85,48980.16
Riyadh,"24.701408517729867, 46.793299115721595",2521,2242,279,89.0,108354.78,40470.21
Riyadh,"24.69855005088937, 46.79877303931791",2894,1958,936,67.7,78614.82,82567.15
Riyadh,"24.704795584879577, 46.60105815541652",3016,2355,661,78.1,95532.72,61662.3
Riyadh,"24.704726723708475, 46.60574610147725",3106,2449,657,78.9,112037.45,40719.15
Riyadh,"24.706318842755433, 46.61430279997999",3985,2693,1292,67.6,64598.33,58228.75
Riyadh,"24.70861964033652, 46.621031106358906",2975,2556,419,85.9,80720.77,60156.36
Riyadh,"24.704931211963608, 46.62837507949138",1524,1152,372,75.6,56559.03,65155.5
Riyadh,"24.70860917722501, 46.63480184934389",3650,2489,1161,68.2,109180.25,96152.54
Riyadh,"24.70662643826071, 46.63929958250721",3134,2662,472,85.0,40508.22,52711.73
Riyadh,"24.706496846384432, 46.64565380203012",2799,2477,322,88.5,85184.81,54845.29
Riyadh,"24.70628613373964, 46.65150063843354",1273,1125,148,88.4,51523.93,83276.76
Riyadh,"24.707607993786265, 46.65952149667502",1685,1237,448,73.5,107921.11,80877.63
Riyadh,"24.705918256632312, 46.667112686165346",1159,722,437,62.3,62840.03,61225.44
Riyadh,"24.7076365380855, 46.673708556538905",3797,2971,826,78.3,40621.46,31243.43
Riyadh,"24.70676758879348, 46.68150313188744",1452,1331,121,91.7,50513.42,50564.34
Riyadh,"24.707814346115942, 46.686749263031565",2461,1742,719,70.8,86775.72,88089.97
Riyadh,"24.70647310503692, 46.69464137373997",1287,1060,227,82.4,73197.33,59409.83
Riyadh,"24.704836330330703, 46.7019833454861",2135,1322,813,62.0,58677.17,74791.25
Riyadh,"24.706741477277017, 46.706249111453204",3519,3109,410,88.4,53412.35,37408.3
Riyadh,"24.70760734699287, 46.713564137132586",3134,2328,806,74.3,55043.84,98837.48
Riyadh,"24.706731173399046, 46.72052259421237",1151,1011,140,87.9,45043.78,75756.31
Riyadh,"24.704863848463393, 46.7258313841156",3303,2054,1249,62.2,44027.69,80898.8
Riyadh,"24.706258826232485, 46.73255154992462",3704,2535,1169,68.4,103607.67,86233.04
Riyadh,"24.70797715069709, 46.73984538865585",907,631,276,69.7,72408.32,33371.13
Riyadh,"24.706356515396468, 46.74711920378364",2570,2201,369,85.7,58920.88,48320.36
Riyadh,"24.70488485333393, 46.753401211934396",3953,2852,1101,72.1,103459.85,34543.71
Riyadh,"24.705235625141768, 46.761319574017705",1202,975,227,81.2,53932.8,47847.14
Riyadh,"24.706473459017985, 46.767557253832635",1437,1110,327,77.3,82993.83,36518.64
Riyadh,"24.705119353011643, 46.774448257900836",3680,3014,666,81.9,41174.79,98417.9
Riyadh,"24.708418036497463, 46.78078445656736",1457,1095,362,75.2,106556.92,71756.8
Riyadh,"24.70520789336343, 46.78632090388705",886,724,162,81.8,106730.67,59816.64
Riyadh,"24.706470210086056, 46.792048847649106",3577,2208,1369,61.7,70933.42,94552.14
Riyadh,"24.707027928567825, 46.800850537565225",1097,1000,97,91.2,105770.5,51581.05
Riyadh,"24.71214106135217, 46.59981873283059",1130,847,283,75.0,89288.33,90976.08
Riyadh,"24.712333662509643, 46.60743353637999",2392,1515,877,63.4,75537.12,62661.73
Riyadh,"24.714961983185358, 46.61451927822324",1423,1269,154,89.2,58656.01,97924.45
Riyadh,"24.71420683221221, 46.618494176867344",2476,2255,221,91.1,74847.12,68998.4
Riyadh,"24.71178999308863, 46.626464260338764",922,663,259,72.0,79104.68,98506.05
Riyadh,"24.712785106889964, 46.6334286025576",3070,2007,1063,65.4,119909.0,30815.44
Riyadh,"24.71286968283038, 46.64116426637695",3352,2770,582,82.7,76184.83,77891.56
Riyadh,"24.713379999139274, 46.64846568222324",3676,2620,1056,71.3,76153.82,49941.01
Riyadh,"24.712848047858984, 46.65285576137038",827,505,322,61.2,39991.19,35845.9
Riyadh,"24.71440637462847, 46.66164901111529",1064,916,148,86.1,79193.64,58953.83
Riyadh,"24.71359529964739, 46.66730478802907",2632,1899,733,72.2,82462.81,60464.27
Riyadh,"24.711933692271376, 46.67480860748324",3966,2591,1375,65.3,61359.83,51262.45
Riyadh,"24.71204880039203, 46.68084818995152",2717,2028,689,74.7,89847.78,37037.84
Riyadh,"24.713011660098278, 46.685904739888414",1907,1537,370,80.6,106638.69,90469.15
Riyadh,"24.714407855022777, 46.69311836626993",1667,1105,562,66.3,65846.23,71935.86
Riyadh,"24.71383914473198, 46.698470215913616",955,600,355,62.9,46584.27,90284.15
Riyadh,"24.711859617460583, 46.70547807348778",2452,1670,782,68.1,57300.39,73593.44
Riyadh,"24.713823574645286, 46.7123457772338",1348,1272,76,94.4,72660.67,82634.03
Riyadh,"24.71316790396465, 46.72142164422568",3656,3165,491,86.6,39663.53,52916.17
Riyadh,"24.713507337971752, 46.72468966886226",2053,1842,211,89.8,49061.09,65430.79
Riyadh,"24.714864145015483, 46.732284846749415",1761,1436,325,81.6,98200.65,81897.65
Riyadh,"24.713688782642073, 46.73990284795921",1881,1259,622,66.9,58651.9,67674.59
Riyadh,"24.71297393879618, 46.744984286336134",1544,975,569,63.2,79419.94,30292.85
Riyadh,"24.713733741750517, 46.75231218601908",1294,918,376,71.0,107904.01,63410.16
Riyadh,"24.713522699771666, 46.760479064155476",3265,2274,991,69.7,43470.57,97593.4
Riyadh,"24.71356352792641, 46.76796767668548",1220,821,399,67.4,81381.67,92503.99
Riyadh,"24.711529008533105, 46.771926358006056",2309,2036,273,88.2,56115.57,93396.34
Riyadh,"24.713946440846197, 46.77814688420729",1638,1252,386,76.5,36183.6,83066.61
Riyadh,"24.71474865048227, 46.787334652838446",3297,2549,748,77.3,44979.55,52373.15
Riyadh,"24.714685391076504, 46.7925270995199",1483,1313,170,88.6,47720.54,98645.34
Riyadh,"24.715014872126414, 46.79819612545099",1702,1108,594,65.2,54951.84,78906.84
Riyadh,"24.719667827695424, 46.598712993567034",1193,1024,169,85.9,83359.75,85837.65
Riyadh,"24.720688361981047, 46.60711102569086",2776,2434,342,87.7,110297.08,52812.72
Riyadh,"24.720766054472325, 46.61371320927856",2590,1704,886,65.8,35551.45,43809.48
Riyadh,"24.721149230318137, 46.61870967706938",1712,1251,461,73.1,36046.84,79662.03
Riyadh,"24.719821351312085, 46.62698253183643",3629,2591,1038,71.4,62715.98,66624.12
Riyadh,"24.721725919277546, 46.63170583848462",2048,1789,259,87.4,49508.74,92462.11
Riyadh,"24.71919717792639, 46.6394742777019",970,743,227,76.7,92692.84,41146.52
Riyadh,"24.719515757406363, 46.64493733337795",2352,1565,787,66.6,97447.04,66509.71
Riyadh,"24.719709295357568, 46.65353521766459",3865,2562,1303,66.3,51088.34,81277.9
Riyadh,"24.71917133085343, 46.65853818315631",2650,1611,1039,60.8,71360.74,82687.36
Riyadh,"24.72077847775398, 46.66576434083767",3380,2784,596,82.4,108859.37,96622.22
Riyadh,"24.72010821093362, 46.673431918170344",3765,2545,1220,67.6,36654.9,34234.12
Riyadh,"24.720783317989383, 46.68044821497971",2242,1767,475,78.8,105245.7,39511.81
Riyadh,"24.718437208937747, 46.68758558074572",1388,1199,189,86.5,114651.8,76507.51
Riyadh,"24.720515914396316, 46.69528209038837",2474,2344,130,94.8,66728.42,31406.09
Riyadh,"24.71993465193284, 46.70075461711302",1145,835,310,73.0,107259.71,74513.74
Riyadh,"24.721735566699156, 46.70861178043604",2640,2274,366,86.2,118997.44,45051.92
Riyadh,"24.71914874921522, 46.71376871176107",2031,1763,268,86.8,105501.66,91208.81
Riyadh,"24.719265954233997, 46.72010156490133",2617,2006,611,76.7,63684.78,56581.07
Riyadh,"24.721980097342232, 46.726082080044165",3658,2892,766,79.1,94210.53,59500.08
Riyadh,"24.71851885255022, 46.733583870684",3815,2940,875,77.1,55091.43,60770.66
Riyadh,"24.72007882320074, 46.740527430429985",3217,2592,625,80.6,75165.84,66750.96
Riyadh,"24.719970017814877, 46.745386295593285",3627,3408,219,94.0,63285.56,65411.42
Riyadh,"24.720437623030925, 46.75416768160334",3010,2791,219,92.7,81814.32,99738.99
Riyadh,"24.721917030638267, 46.7580063236689",1520,1286,234,84.7,90650.93,84362.58
Riyadh,"24.718095947190076, 46.76716850963622",3499,3163,336,90.4,68179.43,87934.8
Riyadh,"24.718471702895688, 46.774725612487615",2655,2232,423,84.1,65920.21,43667.72
Riyadh,"24.721198257405025, 46.781995948029",3442,2651,791,77.0,99571.64,48888.05
Riyadh,"24.7196561645581, 46.7860018356944",1980,1418,562,71.6,48475.25,52938.43
Riyadh,"24.720241662019674, 46.79388334750768",2370,1550,820,65.4,49367.74,30841.73
Riyadh,"24.718045189071916, 46.79880474855572",3490,2345,1145,67.2,58853.34,58549.31
Riyadh,"24.72579317347967, 46.601160782011384",1850,1548,302,83.7,102998.47,39205.74
Riyadh,"24.72589775686364, 46.60669342517505",3117,2619,498,84.1,67864.74,44678.94
Riyadh,"24.725962362024198, 46.61135785838308",1032,780,252,75.7,82515.08,91767.09
Riyadh,"24.727410009821256, 46.61936544634092",2340,1440,900,61.6,96955.86,69921.08
Riyadh,"24.72756425323791, 46.62713064003865",3471,2328,1143,67.1,85900.09,53790.84
Riyadh,"24.724783136193913, 46.63203584968628",951,887,64,93.3,90931.98,67049.65
Riyadh,"24.725988725995037, 46.639351747421095",2924,2491,433,85.2,87389.99,34942.23
Riyadh,"24.72735655849613, 46.648331318879364",1396,1313,83,94.1,78885.22,81144.38
Riyadh,"24.727855684201984, 46.653915942215995",860,608,252,70.7,50771.0,65479.35
Riyadh,"24.726592648759148, 46.660508801950826",3671,2839,832,77.3,102895.16,82514.01
Riyadh,"24.728234899973828, 46.66681453684655",1805,1349,456,74.8,51205.32,30872.68
Riyadh,"24.726007105284804, 46.67446928946617",2342,1895,447,80.9,90364.01,75535.63
Riyadh,"24.726322478928005, 46.680970338584665",2500,2298,202,92.0,61858.17,32419.34
Riyadh,"24.72800708961053, 46.685864041653225",3180,2334,846,73.4,60507.01,39811.99
Riyadh,"24.727566523284064, 46.69259534469908",2107,1388,719,65.9,79939.33,73011.65
Riyadh,"24.72681020856953, 46.69883304988079",3565,3129,436,87.8,35142.06,97634.66
Riyadh,"24.727408639868052, 46.70786480800061",3046,2775,271,91.1,99574.14,66329.43
Riyadh,"24.72821878454474, 46.71274771549501",2371,2055,316,86.7,79649.21,36423.35
Riyadh,"24.728545119836408, 46.71912184011462",814,619,195,76.1,58999.24,82118.65
Riyadh,"24.724791359325422, 46.728601141742125",1636,1384,252,84.6,37181.7,84596.98
Riyadh,"24.72717271005713, 46.734702956433075",2495,1943,552,77.9,78145.44,53358.58
Riyadh,"24.72695059323129, 46.73955826509557",3087,2567,520,83.2,59327.35,84743.7
Riyadh,"24.727047434134786, 46.74812504142867",1914,1288,626,67.3,105775.75,39403.15
Riyadh,"24.727672827501344, 46.75415439806951",1262,1128,134,89.4,49771.81,90121.82
Riyadh,"24.725924664260244, 46.75812651286338",3724,3160,564,84.9,119454.34,89757.48
Riyadh,"24.726322144938116, 46.766654884404254",1670,1507,163,90.2,101413.77,45655.68
Riyadh,"24.725617235651757, 46.77314095865179",1097,932,165,85.0,41453.46,94556.45
Riyadh,"24.728469573665738, 46.77886455951706",1024,901,123,88.0,54799.48,92433.52
Riyadh,"24.72587593986119, 46.785115591755726",3660,2504,1156,68.4,100546.82,98836.16
Riyadh,"24.727806442599615, 46.794444494899174",3134,2942,192,93.9,63003.26,83995.14
Riyadh,"24.728320082051336, 46.799775096371945",2899,2465,434,85.1,57220.86,38207.14
Riyadh,"24.731433072431855, 46.59993065276459",1297,1030,267,79.5,116664.89,34599.47
Riyadh,"24.733333550567053, 46.60542751338105",2952,2647,305,89.7,75164.55,62385.7
Riyadh,"24.735027880404896, 46.61426309760036",3250,2054,1196,63.2,116061.6,92350.28
Riyadh,"24.73342784517935, 46.6211021328368",1229,790,439,64.3,116984.53,54976.35
Riyadh,"24.731906513525132, 46.62815386260842",3633,2740,893,75.4,67950.13,45204.24
Riyadh,"24.734621887405186, 46.6350854287202",1337,1123,214,84.0,44085.5,35051.65
Riyadh,"24.734040202488284, 46.63853086862579",2961,1894,1067,64.0,101856.85,31187.3
Riyadh,"24.73423161586235, 46.646504140309126",1527,1292,235,84.6,108836.34,64575.1
Riyadh,"24.734188042894946, 46.65342271282621",2089,1637,452,78.4,81869.54,91102.08
Riyadh,"24.731349772810272, 46.66172934937608",2983,2121,862,71.1,104012.34,31692.31
Riyadh,"24.734081542656266, 46.66704381698981",1695,1031,664,60.9,57245.57,56673.84
Riyadh,"24.731681636899708, 46.673200836943266",1333,1203,130,90.3,49234.48,57737.01
Riyadh,"24.731517892413432, 46.68008231084842",3066,2792,274,91.1,43748.4,70235.64
Riyadh,"24.733969270480046, 46.68591658986675",1722,1091,631,63.4,38614.39,98150.09
Riyadh,"24.73364357267097, 46.69258190492706",1084,824,260,76.1,90998.97,42661.06
Riyadh,"24.734901875671046, 46.69928352147939",2126,1323,803,62.3,68741.38,74606.32
Riyadh,"24.73210351589183, 46.70577326482134",1439,961,478,66.8,90449.14,35261.31
Riyadh,"24.73260993249534, 46.71309779582434",3513,2659,854,75.7,37719.06,32092.94
Riyadh,"24.731803936688284, 46.718597282891196",3117,2582,535,82.8,82602.15,89307.82
Riyadh,"24.732427880876696, 46.72472769353663",3244,2300,944,70.9,41353.69,94111.53
Riyadh,"24.733825113184043, 46.73338957598117",1935,1423,512,73.6,67938.83,90571.43
Riyadh,"24.732159642851627, 46.73940127255169",1767,1564,203,88.6,38047.65,62579.71
Riyadh,"24.732607272980744, 46.74523289398183",1385,1264,121,91.3,48321.15,74293.8
Riyadh,"24.734150748117884, 46.752466404117364",1956,1423,533,72.8,94169.19,69998.62
Riyadh,"24.732312633628784, 46.758284971484876",3058,1842,1216,60.3,97544.79,92723.24
Riyadh,"24.733786384867397, 46.766021622236785",3625,3044,581,84.0,110226.15,46008.32
Riyadh,"24.7331079238867, 46.77185362934159",1647,1197,450,72.7,44522.97,58157.49
Riyadh,"24.73321627564937, 46.78070198375137",1567,1171,396,74.7,62663.98,34776.45
Riyadh,"24.73175704100878, 46.78488186616955",2079,1860,219,89.5,83976.31,56450.63
Riyadh,"24.733039196314174, 46.79204926530633",1289,992,297,77.0,38017.12,92605.54
Riyadh,"24.73371781878346, 46.80037102489559",3526,2207,1319,62.6,96983.92,53654.85
Riyadh,"24.74134469761521, 46.60079746199983",1647,1115,532,67.7,45673.9,71417.75
Riyadh,"24.740465261350742, 46.605916429271275",2615,1754,861,67.1,108520.71,95395.93
Riyadh,"24.74126976791615, 46.61418492807225",1413,992,421,70.3,35010.24,51657.96
Riyadh,"24.740683481061737, 46.620133939715586",3412,3053,359,89.5,63727.26,74223.63
Riyadh,"24.7418947275556, 46.62768963840895",2518,1876,642,74.5,55303.07,69442.55
Riyadh,"24.739862781452175, 46.63186051445483",1710,1502,208,87.8,54149.46,98621.07
Riyadh,"24.741251404070926, 46.641678756168446",2282,1752,530,76.8,52052.08,72350.83
Riyadh,"24.739873103621523, 46.64648900334966",3208,2284,924,71.2,77871.49,79179.96
Riyadh,"24.740737911899224, 46.65417419694165",913,801,112,87.8,60367.77,57429.38
Riyadh,"24.73986158625694, 46.658926776854614",3592,2629,963,73.2,65649.28,36476.6
Riyadh,"24.73889517781567, 46.668111051774886",2070,1553,517,75.1,55499.3,38489.39
Riyadh,"24.740467768348996, 46.67498477977604",2402,1746,656,72.7,117032.51,84710.24
Riyadh,"24.739568307673437, 46.68079845848433",1722,1381,341,80.2,100325.74,93281.55
Riyadh,"24.74066072247417, 46.68782178149206",2316,2092,224,90.4,65664.12,80162.69
Riyadh,"24.741529615560914, 46.69314646560413",3774,3213,561,85.1,59688.57,90224.36
Riyadh,"24.73812105652885, 46.699901337448146",1977,1631,346,82.5,39985.62,65140.32
Riyadh,"24.739405763282736, 46.70651163340148",3924,3241,683,82.6,85813.47,39831.12
Riyadh,"24.73868320617921, 46.714405099392394",1492,896,596,60.1,66900.69,54364.0
Riyadh,"24.740417760925734, 46.71850957600796",3257,2549,708,78.3,114162.04,30487.61
Riyadh,"24.73841172884124, 46.72793687823557",3847,2329,1518,60.6,85475.97,89615.06
Riyadh,"24.74118703109345, 46.732636812246525",3936,2842,1094,72.2,73797.18,54048.2
Riyadh,"24.74059780565116, 46.74116972375816",3843,3083,760,80.2,48728.9,87032.85
Riyadh,"24.740130982263715, 46.7462699325658",2690,2059,631,76.6,65117.16,31462.89
Riyadh,"24.73965376762267, 46.753816832688756",2443,1546,897,63.3,68273.46,41164.29
Riyadh,"24.74019179606912, 46.76189556692488",1395,1165,230,83.6,112135.54,73910.62
Riyadh,"24.73953526583511, 46.76602952329938",1962,1858,104,94.7,97336.33,77170.78
Riyadh,"24.74125566281957, 46.773697214129506",2216,1659,557,74.9,109779.67,90927.6
Riyadh,"24.74113725590647, 46.779741414832095",3085,2748,337,89.1,89313.68,84920.88
Riyadh,"24.741149307082363, 46.78684477418742",1474,889,585,60.4,110502.35,47996.4
Riyadh,"24.738944617276584, 46.79398378236103",3076,2899,177,94.3,41828.29,32091.34
Riyadh,"24.738311577610357, 46.8017234530363",1731,1270,461,73.4,92258.22,45923.77
Riyadh,"24.746963419829907, 46.599946521226",2798,2047,751,73.2,60105.11,47676.5
Riyadh,"24.747035319206994, 46.60651830040392",1384,1180,204,85.3,95409.05,82234.76
Riyadh,"24.746887017471522, 46.614621425542595",1271,1067,204,84.0,84473.68,60648.75
Riyadh,"24.745371362675467, 46.62182353378552",2010,1443,567,71.8,40476.25,50761.52
Riyadh,"24.744945097205985, 46.62510164520201",3177,2315,862,72.9,36302.67,69195.29
Riyadh,"24.747922933546594, 46.63441870684881",1008,622,386,61.7,88391.0,92841.33
Riyadh,"24.74618231072011, 46.63997718058959",2547,2169,378,85.2,64757.81,62932.97
Riyadh,"24.74730732570275, 46.645028798686",2090,1564,526,74.9,112978.1,39466.18
Riyadh,"24.74793480102635, 46.65488237947963",2639,2218,421,84.1,85447.76,44218.99
Riyadh,"24.74827969068552, 46.660544531280095",3377,2135,1242,63.2,116084.47,72714.01
Riyadh,"24.744667404028487, 46.665253568082875",3116,2437,679,78.2,48556.34,52638.11
Riyadh,"24.74526353239376, 46.67345835661763",3441,2692,749,78.3,57449.89,60142.44
Riyadh,"24.74622659730759, 46.680311725659585",2017,1522,495,75.5,47823.83,43867.74
Riyadh,"24.745449333147377, 46.68739273381861",824,621,203,75.4,44549.39,34147.4
Riyadh,"24.74593305753568, 46.69361443896476",2552,1542,1010,60.4,49744.15,41885.98
Riyadh,"24.7483194837276, 46.69921820053216",2123,1948,175,91.8,52183.08,76089.34
Riyadh,"24.74843999985665, 46.7064055748001",1570,1081,489,68.9,42931.04,59488.31
Riyadh,"24.74859698788072, 46.71271039183905",1564,1237,327,79.1,112135.87,54249.96
Riyadh,"24.745023816285016, 46.718032477009636",1083,836,247,77.2,57601.79,32210.62
