city,geo_location,primary_language,primary_language_percentage,secondary_language,secondary_language_percentage,avg_years_education,most_common_education,bachelor_or_higher_percentage
Toronto,"43.599410846677365, -79.41759723525732",Mandarin,43.2,French,32.4,12.6,High School,66.2
Toronto,"43.60072090695569, -79.41422475199735",French,38.2,Spanish,27.4,12.2,Associate Degree,29.2
Toronto,"43.59825347672024, -79.41061909367285",Spanish,28.1,English,23.8,18.0,Bachelor,94.9
Toronto,"43.599944907620596, -79.40655993627023",Spanish,37.5,Arabic,19.3,17.2,Master,56.9
Toronto,"43.59849083773703, -79.40249403217837",Spanish,39.2,English,33.3,13.9,Associate Degree,43.6
Toronto,"43.60071323316769, -79.39986857813896",Mandarin,61.4,Arabic,25.8,13.6,Bachelor,77.5
Toronto,"43.5991690574125, -79.3961828615953",English,58.3,Mandarin,21.6,14.8,Associate Degree,36.2
Toronto,"43.60119961546878, -79.391551872044",Mandarin,44.5,French,24.7,16.7,High School,65.0
Toronto,"43.60123518350655, -79.388236496452",Arabic,51.8,English,24.3,16.8,Bachelor,83.6
Toronto,"43.598262510364904, -79.3850990538135",Arabic,29.9,Spanish,28.1,12.1,Bachelor,80.6
Toronto,"43.59983149647973, -79.38501265171992",Arabic,32.4,Spanish,26.5,13.5,High School,47.6
Toronto,"43.60159178343948, -79.38084650924925",Spanish,53.0,Arabic,21.9,16.0,PhD,85.9
Toronto,"43.601826507719665, -79.3782292069843",Spanish,38.8,Mandarin,29.8,12.8,Associate Degree,40.2
Toronto,"43.599103770944836, -79.37254500488993",Arabic,29.5,French,27.9,17.9,Master,61.5
Toronto,"43.599985314939936, -79.36850002744184",Arabic,34.4,English,26.1,15.6,Associate Degree,35.6
Toronto,"43.600082750557426, -79.36615756187769",French,51.3,English,21.1,17.3,Bachelor,75.0
Toronto,"43.59917267776777, -79.36145503491116",English,34.4,Spanish,33.3,13.9,Bachelor,82.3
Toronto,"43.60016573983228, -79.36147189052481",Mandarin,24.8,French,24.5,12.6,Master,78.7
Toronto,"43.599386800987126, -79.3568912264584",English,45.9,Arabic,20.2,14.0,Bachelor,59.2
Toronto,"43.60057873776619, -79.35416726614467",Spanish,52.5,Arabic,33.5,13.8,High School,21.9
Toronto,"43.598251798034376, -79.34851282519692",English,29.9,French,23.7,14.1,Bachelor,54.0
Toronto,"43.60559597892071, -79.44821020515205",Arabic,30.2,French,26.5,13.8,High School,41.6
Toronto,"43.60724535479156, -79.44701989974841",Arabic,53.4,Spanish,19.0,17.9,Master,70.2
Toronto,"43.606037836581145, -79.44274912842751",Arabic,38.3,English,30.1,15.4,Master,56.5
Toronto,"43.60597189232169, -79.43962657097978",Spanish,43.4,French,21.7,17.9,PhD,61.5
Toronto,"43.60745412098955, -79.43529903518512",English,68.9,French,23.2,14.1,Master,90.7
Toronto,"43.6064476918814, -79.43411700398026",Spanish,38.8,Arabic,24.1,15.6,Bachelor,65.7
Toronto,"43.60519448367452, -79.4288426069526",English,45.6,Arabic,32.6,12.4,Master,64.3
Toronto,"43.60535361516841, -79.42762663683612",Spanish,44.1,English,27.3,15.4,Master,80.2
Toronto,"43.60660363911704, -79.42145043713982",English,41.3,Mandarin,33.9,17.4,Associate Degree,53.2
Toronto,"43.60774566561517, -79.421810724254",Spanish,57.2,French,16.1,12.1,Bachelor,82.8
Toronto,"43.60607915024811, -79.41684296051793",French,42.5,Spanish,28.1,17.1,High School,30.2
Toronto,"43.6053321189568, -79.41163680677133",Mandarin,50.5,English,40.3,17.9,High School,25.2
Toronto,"43.60751391535606, -79.41085901367121",Arabic,81.9,French,11.0,16.0,Bachelor,62.6
Toronto,"43.608559491023684, -79.40530933995917",Spanish,37.7,Arabic,30.7,13.6,High School,50.5
Toronto,"43.607438103742545, -79.40266790946937",French,70.4,English,11.0,16.2,Bachelor,64.6
Toronto,"43.60528060586735, -79.4010483787025",Spanish,64.0,French,22.0,15.5,High School,55.3
Toronto,"43.604831272492625, -79.3974001633155",Spanish,28.9,Arabic,20.2,12.1,PhD,75.2
Toronto,"43.60517256071491, -79.39429170454433",English,25.7,Mandarin,25.3,13.8,Master,62.8
Toronto,"43.605404652999, -79.3897500510303",Spanish,56.9,English,17.4,15.9,PhD,73.4
Toronto,"43.60480542302128, -79.38739889160858",Mandarin,34.2,Arabic,30.3,13.9,PhD,59.2
Toronto,"43.60604205472712, -79.38384167358929",English,77.9,Arabic,13.4,15.4,Master,64.2
Toronto,"43.60682613305178, -79.3813496095677",English,30.4,Arabic,25.1,13.0,High School,24.7
Toronto,"43.60587290574476, -79.37498493076289",Spanish,70.4,English,18.5,16.5,Associate Degree,32.9
Toronto,"43.60628491599156, -79.37333566566998",Arabic,55.7,French,24.1,14.2,Associate Degree,38.2
Toronto,"43.60524820221308, -79.37016783705567",Spanish,32.7,French,31.4,17.0,Associate Degree,41.9
Toronto,"43.60594753839044, -79.36864948944338",Spanish,59.2,French,13.7,14.5,Associate Degree,46.7
Toronto,"43.607620646592366, -79.3614309291887",Spanish,44.9,French,37.2,13.5,Master,83.1
Toronto,"43.60599178925099, -79.35917819457366",Spanish,50.6,Mandarin,30.6,17.4,Master,61.8
Toronto,"43.60656230936138, -79.357507357936",English,45.2,Arabic,20.4,15.7,High School,27.8
Toronto,"43.6084427047696, -79.35141057421781",English,52.7,Spanish,38.4,16.9,High School,40.2
Toronto,"43.606961576998245, -79.35141166610123",Mandarin,35.1,Spanish,26.2,17.7,Master,92.9
Toronto,"43.613594259393075, -79.44837247684829",Mandarin,35.4,English,27.9,16.4,Master,71.7
Toronto,"43.6131017554702, -79.44591007874075",Arabic,54.0,French,29.7,16.8,PhD,79.9
Toronto,"43.614259895418456, -79.44173263545713",English,58.2,Mandarin,25.2,17.9,Bachelor,53.3
Toronto,"43.611891026507166, -79.4397961600388",Spanish,45.3,French,31.6,16.8,Master,87.7
Toronto,"43.612565662136426, -79.43706014697896",Arabic,40.2,English,28.1,16.0,PhD,67.0
Toronto,"43.61469684099815, -79.4335494425687",Arabic,36.6,Spanish,30.5,14.7,PhD,83.2
Toronto,"43.61170325785855, -79.4317798654554",Spanish,40.3,French,27.8,14.4,PhD,56.2
Toronto,"43.6138985839445, -79.42633294090052",French,35.7,Spanish,24.2,16.5,Bachelor,76.5
Toronto,"43.612221908761505, -79.42159067302643",Arabic,31.4,Spanish,29.6,14.9,High School,56.9
Toronto,"43.61244504201002, -79.42190980541457",French,56.9,English,13.4,16.2,Associate Degree,35.8
Toronto,"43.613486982509976, -79.41688483433892",Spanish,66.8,English,15.9,17.1,PhD,70.9
Toronto,"43.61401956443859, -79.41498382558497",Spanish,37.2,Mandarin,27.4,15.9,Bachelor,82.3
Toronto,"43.61338048342053, -79.41122219984261",English,62.2,Spanish,12.5,13.1,Bachelor,69.9
Toronto,"43.612604364582, -79.40624635537928",Arabic,74.8,French,13.7,17.8,Associate Degree,18.1
Toronto,"43.615106941989744, -79.40169954553247",Mandarin,53.9,Spanish,21.3,13.4,PhD,74.6
Toronto,"43.61277759280993, -79.4014082162465",Mandarin,65.0,French,14.7,17.0,High School,42.8
Toronto,"43.61474854961319, -79.39718814679823",Spanish,29.7,French,24.4,16.6,Master,56.9
Toronto,"43.61282465793726, -79.39419473187094",English,44.0,Mandarin,20.8,14.9,Associate Degree,49.5
Toronto,"43.61273875346705, -79.38808990548713",Arabic,34.9,French,22.8,15.6,High School,16.1
Toronto,"43.6148305402764, -79.38831627214306",English,45.1,Spanish,35.7,12.1,Associate Degree,23.9
Toronto,"43.61424474676116, -79.38355645188466",English,36.2,Mandarin,24.8,17.5,Bachelor,78.7
Toronto,"43.61530372199662, -79.37878525798193",French,33.8,Spanish,33.7,14.1,Master,89.9
Toronto,"43.61248786940666, -79.37544397552625",English,39.5,Spanish,27.5,15.3,PhD,70.4
Toronto,"43.61521477602614, -79.37363800453956",Spanish,29.3,Mandarin,28.8,12.6,Master,77.0
Toronto,"43.614919048639564, -79.37144172925247",Arabic,39.7,Spanish,20.7,12.8,PhD,70.8
Toronto,"43.61368205360367, -79.36832235476939",Spanish,40.3,English,21.6,14.2,PhD,76.1
Toronto,"43.61216446849615, -79.3634348808133",Mandarin,39.8,French,26.1,12.4,High School,29.5
Toronto,"43.614803436612846, -79.35805344661071",Mandarin,63.2,French,25.4,14.8,High School,39.6
Toronto,"43.61159779645801, -79.35482628547378",Arabic,71.1,Mandarin,15.4,15.3,PhD,51.6
Toronto,"43.61435778954752, -79.35497954021871",Mandarin,28.0,English,24.7,14.6,High School,48.3
Toronto,"43.61297117588835, -79.34834235801478",Arabic,34.8,French,33.5,14.0,Bachelor,90.5
Toronto,"43.619658056055755, -79.44977674462014",Arabic,36.2,Mandarin,26.6,16.1,PhD,72.7
Toronto,"43.6208409880271, -79.44564569167551",Mandarin,41.4,Spanish,29.9,15.7,High School,43.1
Toronto,"43.61854770815967, -79.44458930766089",English,64.9,Arabic,18.1,16.4,Master,80.3
Toronto,"43.61952707813053, -79.43978453229396",Arabic,33.8,Mandarin,32.3,12.3,Bachelor,55.5
Toronto,"43.61816893165776, -79.43536167344544",Arabic,49.1,English,25.4,12.6,PhD,70.1
Toronto,"43.621338340806524, -79.4341176758162",French,43.1,Spanish,30.3,12.8,High School,45.0
Toronto,"43.62023712422669, -79.43014619266319",Arabic,54.3,English,29.5,12.9,PhD,70.4
Toronto,"43.618107360058765, -79.42865687996682",English,62.6,Spanish,11.4,12.7,PhD,60.0
Toronto,"43.61905070809425, -79.4215092269488",Arabic,40.1,French,24.9,16.7,Bachelor,54.2
Toronto,"43.62133697228541, -79.42010983532298",English,30.4,Arabic,27.9,14.5,PhD,75.1
Toronto,"43.620615251888815, -79.41509592056411",Mandarin,80.0,Arabic,7.5,13.2,High School,39.9
Toronto,"43.61966862708865, -79.41336578732013",Arabic,32.5,Spanish,26.6,17.4,High School,47.7
Toronto,"43.62075137274399, -79.41102099895392",English,56.9,Spanish,29.3,15.9,PhD,76.0
Toronto,"43.61847741865411, -79.40755779852987",Arabic,43.6,Spanish,28.5,14.1,Associate Degree,28.6
Toronto,"43.62197733181628, -79.40506643402779",Mandarin,32.1,French,27.4,17.4,High School,53.1
Toronto,"43.62098226229435, -79.39967573691963",French,31.1,Mandarin,29.5,12.0,Bachelor,76.7
Toronto,"43.62026229835857, -79.39519328299389",Spanish,35.3,French,24.9,14.8,Associate Degree,53.0
Toronto,"43.62051198418993, -79.39342917048015",English,42.0,French,36.0,15.8,Bachelor,82.4
Toronto,"43.62077698039467, -79.39152166526398",Mandarin,27.4,French,21.7,14.7,PhD,79.5
Toronto,"43.62005010347763, -79.38636561192024",Spanish,42.8,Mandarin,34.3,17.2,Master,55.4
Toronto,"43.62138112027227, -79.3846819444026",Mandarin,50.0,Spanish,42.0,14.1,Master,88.8
Toronto,"43.618234041575974, -79.38072127555427",Spanish,65.2,English,20.5,15.0,Master,51.1
Toronto,"43.62151326905767, -79.37812467709112",French,46.3,Spanish,32.0,17.0,Bachelor,58.0
Toronto,"43.618653235407265, -79.37424265191869",English,54.6,Arabic,22.9,13.2,High School,36.4
Toronto,"43.61967805602063, -79.36835158151521",French,54.7,Arabic,16.7,16.8,Bachelor,68.7
Toronto,"43.61942393729236, -79.36750724187617",French,39.6,English,29.9,14.6,High School,37.2
Toronto,"43.62011844931958, -79.36158806525438",Arabic,44.8,Mandarin,21.6,13.1,Master,71.6
Toronto,"43.62005546597224, -79.35893423024929",Mandarin,43.0,French,35.9,15.9,Bachelor,89.3
Toronto,"43.61873298998967, -79.35828863205714",French,32.1,Arabic,28.0,13.6,Associate Degree,41.9
Toronto,"43.621010514025905, -79.35315848399233",English,45.0,Spanish,40.2,12.8,Bachelor,47.2
Toronto,"43.621489772537835, -79.34869271201357",Mandarin,44.4,French,30.8,14.7,Associate Degree,28.0
Toronto,"43.627406535271795, -79.45079571076418",Spanish,56.9,Mandarin,19.8,17.1,Bachelor,67.4
Toronto,"43.62740844154451, -79.44591328009876",English,37.3,Arabic,23.6,12.0,PhD,92.8
Toronto,"43.625050000306004, -79.44301314676748",Mandarin,39.3,Arabic,21.7,16.0,High School,48.6
Toronto,"43.627959925933986, -79.44194840934465",Mandarin,65.0,Arabic,17.2,17.9,PhD,72.4
Toronto,"43.62673934965177, -79.43717460988624",French,49.7,Mandarin,35.4,17.1,Master,70.3
Toronto,"43.626606262765684, -79.4339720809682",Mandarin,46.2,French,32.5,12.8,PhD,65.2
Toronto,"43.62830981858064, -79.4315903285677",French,47.9,Mandarin,42.7,13.2,PhD,87.9
Toronto,"43.625284886325495, -79.42778221265976",English,41.7,Arabic,27.8,16.6,Bachelor,82.0
Toronto,"43.625420333806524, -79.42174510640228",French,42.1,Mandarin,38.1,12.8,High School,35.5
Toronto,"43.62712038010427, -79.41867433527254",French,63.1,Mandarin,17.6,15.8,High School,60.6
Toronto,"43.62676927796541, -79.41653828405204",English,42.3,Arabic,33.0,12.3,Master,66.4
Toronto,"43.62687111798035, -79.41230810635876",English,53.4,Mandarin,32.7,13.0,PhD,57.5
Toronto,"43.62512253361197, -79.41015803456557",Spanish,44.7,Mandarin,21.3,17.2,PhD,57.5
Toronto,"43.62497226796895, -79.40539128769046",Arabic,28.9,French,28.2,16.1,Master,73.7
Toronto,"43.628360305677376, -79.40341526041384",Arabic,41.7,Spanish,20.2,12.3,PhD,61.5
Toronto,"43.62591296053005, -79.40054972573701",French,32.9,Arabic,30.9,17.0,PhD,92.2
Toronto,"43.627934821479776, -79.39510776112513",French,33.0,Arabic,24.2,17.2,Bachelor,92.2
Toronto,"43.62705726122428, -79.39227897514988",Spanish,27.5,Arabic,27.0,14.4,Bachelor,46.6
Toronto,"43.62603484718518, -79.38916042046831",Mandarin,42.1,French,24.0,16.4,Associate Degree,33.8
Toronto,"43.62478170481556, -79.38540837023302",French,39.4,English,21.8,12.1,PhD,72.4
Toronto,"43.625556098057686, -79.38190607249653",Spanish,62.7,Mandarin,14.0,14.7,High School,38.7
Toronto,"43.625236104012174, -79.38109370227731",Mandarin,47.0,English,25.7,15.3,Master,58.8
Toronto,"43.6251680433912, -79.37814579365707",Spanish,42.0,Mandarin,38.4,16.6,High School,36.7
Toronto,"43.624981086515135, -79.37257006078671",Arabic,42.7,Mandarin,37.4,16.3,Master,91.1
Toronto,"43.62780278555885, -79.3716890588099",English,44.1,Arabic,26.6,14.2,Associate Degree,27.7
Toronto,"43.62776543589883, -79.36563733052915",English,51.2,Arabic,23.0,13.4,Master,65.7
Toronto,"43.624836734429884, -79.36490206380587",Mandarin,37.4,Spanish,21.3,16.6,Master,61.9
Toronto,"43.62783888739327, -79.35994608322999",Spanish,37.1,English,32.0,14.0,Associate Degree,56.2
Toronto,"43.62490372761495, -79.35819097779466",French,32.6,Spanish,24.4,13.8,High School,31.9
Toronto,"43.62567871655156, -79.35506834388866",Arabic,59.2,Mandarin,22.4,15.0,Associate Degree,63.4
Toronto,"43.6273370123608, -79.34898179891417",French,34.9,Arabic,31.8,13.9,Master,62.7
Toronto,"43.63446281658979, -79.44831960771675",Spanish,61.4,French,28.9,14.5,Associate Degree,43.1
Toronto,"43.632154938079545, -79.44506196719806",English,36.0,Spanish,18.6,17.7,Associate Degree,46.1
Toronto,"43.63207246063165, -79.44392719866745",Arabic,45.7,Mandarin,33.5,17.6,PhD,60.0
Toronto,"43.631696450585494, -79.4386165539102",Spanish,56.9,French,30.0,15.3,Master,74.9
Toronto,"43.635100713251354, -79.43487150024633",Arabic,41.8,Mandarin,33.1,14.8,Bachelor,86.7
Toronto,"43.63272467950043, -79.43469110398924",Mandarin,56.0,English,35.6,13.2,High School,41.5
Toronto,"43.63333587099455, -79.42908578364215",English,47.0,Arabic,31.9,12.6,High School,18.3
Toronto,"43.63230062342201, -79.42638572523788",Spanish,52.3,English,22.2,15.1,PhD,70.0
Toronto,"43.631729756071756, -79.42302079862068",Mandarin,40.7,Arabic,26.9,15.3,Associate Degree,17.9
Toronto,"43.63138927057968, -79.42113200769676",Arabic,33.6,Mandarin,27.3,17.6,Bachelor,61.5
Toronto,"43.632099523414105, -79.41753923950081",French,32.8,Spanish,30.5,13.4,Bachelor,71.6
Toronto,"43.63493997449937, -79.41318482737726",Mandarin,33.4,English,31.8,14.3,Bachelor,74.8
Toronto,"43.635227652948856, -79.41160525712597",Arabic,35.3,Spanish,33.2,15.4,PhD,56.0
Toronto,"43.63218939487896, -79.40664988557941",Mandarin,37.7,English,30.6,12.7,Master,90.0
Toronto,"43.634164357696214, -79.40386748123075",French,35.3,Spanish,25.0,12.9,PhD,74.2
Toronto,"43.63369085561787, -79.40024133668324",Mandarin,49.6,Arabic,22.3,16.2,PhD,87.6
Toronto,"43.635164324276865, -79.39794327251609",Arabic,33.6,French,26.3,17.6,Associate Degree,45.7
Toronto,"43.632752622713085, -79.39381487310655",English,63.6,Spanish,18.3,14.5,Master,71.2
Toronto,"43.63219042933526, -79.39108978314974",Spanish,50.8,French,18.1,14.2,Bachelor,68.4
Toronto,"43.63178471524799, -79.38472821566519",Arabic,29.7,French,26.9,15.1,PhD,39.3
Toronto,"43.63182779494323, -79.38489206868847",Spanish,31.6,English,25.9,16.5,PhD,65.5
Toronto,"43.631876982812955, -79.37895090528245",Spanish,41.5,Mandarin,40.5,14.3,Master,80.3
Toronto,"43.6341522569941, -79.37643813817535",English,47.2,French,30.1,13.2,Bachelor,75.1
Toronto,"43.6314957675859, -79.37402087170402",Mandarin,45.9,Arabic,27.9,15.7,High School,51.7
Toronto,"43.631796223761185, -79.3708655542297",French,52.0,Arabic,21.2,16.3,PhD,72.2
Toronto,"43.63373489136704, -79.36741863902348",Arabic,29.3,English,24.6,13.2,High School,47.4
Toronto,"43.63523804952227, -79.36355750985267",Arabic,58.0,French,15.0,12.8,Master,74.0
Toronto,"43.63354899689776, -79.36083764269993",English,39.1,French,23.3,12.6,PhD,84.3
Toronto,"43.634754796001154, -79.35791152672398",Arabic,33.4,French,32.4,16.5,High School,18.9
Toronto,"43.63161176996116, -79.35196910023284",English,42.4,Spanish,23.8,15.3,Bachelor,79.8
Toronto,"43.63323604052084, -79.34928347556688",French,56.0,Arabic,26.8,16.7,High School,43.0
Toronto,"43.63871718913355, -79.44800510669727",Mandarin,42.9,Spanish,23.3,12.3,Bachelor,69.5
Toronto,"43.63996659349418, -79.4482459791284",Mandarin,36.4,English,29.3,12.0,High School,36.8
Toronto,"43.639752233401616, -79.4426991402802",Arabic,67.2,French,16.0,15.1,PhD,56.3
Toronto,"43.638340023640374, -79.44142652975336",Mandarin,35.3,Spanish,30.6,17.2,Bachelor,52.9
Toronto,"43.639602497151344, -79.43630443773733",Mandarin,40.5,French,33.3,12.5,Bachelor,49.7
Toronto,"43.638406888626264, -79.43163217207118",English,43.4,Mandarin,25.2,16.2,High School,40.6
Toronto,"43.64191141331699, -79.43174115835536",Spanish,31.8,Mandarin,26.7,17.4,Master,71.1
Toronto,"43.64190082997677, -79.42731214008131",Arabic,51.2,French,24.6,17.0,High School,22.9
Toronto,"43.64037984331978, -79.4213706880588",English,40.3,Mandarin,22.3,14.0,PhD,76.1
Toronto,"43.638491048670794, -79.41864756347464",English,50.3,Mandarin,34.0,13.6,Master,63.4
Toronto,"43.64090080200133, -79.41755259333756",English,42.7,Mandarin,33.0,16.9,High School,36.2
Toronto,"43.64085397522944, -79.41300565883735",Mandarin,56.2,Arabic,25.9,16.0,PhD,62.6
Toronto,"43.63909189116229, -79.40884202907083",Mandarin,57.3,English,24.6,17.4,Master,89.7
Toronto,"43.64057532471249, -79.407065724551",English,33.2,Spanish,32.8,17.7,Master,75.4
Toronto,"43.63990330513318, -79.40292067160358",French,34.4,Arabic,32.4,16.5,Master,80.7
Toronto,"43.63961777439676, -79.40006186856296",Mandarin,45.7,French,26.2,12.6,Bachelor,60.6
Toronto,"43.639115562532766, -79.39559466844435",French,50.4,Mandarin,34.1,12.6,PhD,57.6
Toronto,"43.63843214667207, -79.39433057389192",English,45.1,Arabic,29.7,15.3,Bachelor,83.2
Toronto,"43.6399890951285, -79.38948651588134",Spanish,29.2,French,24.3,17.8,PhD,65.2
Toronto,"43.638538433522875, -79.38826825310575",English,63.1,French,14.8,16.2,Master,79.3
Toronto,"43.63821140968294, -79.38506041864062",English,29.9,Mandarin,23.8,13.7,High School,30.0
Toronto,"43.64071242976269, -79.378111709798",Mandarin,30.5,Spanish,29.7,17.1,Associate Degree,30.5
Toronto,"43.63953053193106, -79.37594984921832",Spanish,33.4,English,24.2,12.5,Associate Degree,30.1
Toronto,"43.63861094660469, -79.37284546628725",Spanish,25.6,Mandarin,24.3,15.5,Bachelor,74.8
Toronto,"43.63838533451438, -79.37169393096383",French,69.5,English,12.2,12.4,Master,73.2
Toronto,"43.64100643898606, -79.36559637823227",Spanish,26.9,Arabic,26.8,17.4,High School,25.8
Toronto,"43.64117092566091, -79.36452560631552",French,26.9,Arabic,22.9,13.6,Associate Degree,52.3
Toronto,"43.64064837293321, -79.36003899855898",Arabic,44.8,English,26.3,16.2,High School,31.3
Toronto,"43.639046661095094, -79.3572922040678",Arabic,40.5,Mandarin,30.7,14.1,Master,47.7
Toronto,"43.641438689247984, -79.35314685319807",English,63.7,Arabic,24.1,14.2,Associate Degree,31.3
Toronto,"43.64181032197964, -79.35187360590723",English,34.9,Mandarin,25.9,14.8,Associate Degree,41.0
Toronto,"43.64638829228918, -79.44834024336579",Mandarin,37.5,French,32.0,14.6,PhD,94.9
Toronto,"43.64620118617366, -79.4474084298754",Arabic,70.1,Mandarin,15.3,14.3,Associate Degree,24.5
Toronto,"43.64617201291847, -79.44349470837804",Spanish,41.0,Mandarin,34.0,15.5,Associate Degree,42.7
Toronto,"43.64479810585112, -79.43977333379807",English,49.8,Spanish,20.6,16.3,PhD,64.2
Toronto,"43.64810810947754, -79.43745448838021",French,56.1,Arabic,18.8,12.9,High School,31.4
Toronto,"43.64749090348177, -79.43336741489875",French,71.8,English,10.6,13.2,High School,23.6
Toronto,"43.64520461963552, -79.42913710724149",English,40.3,Mandarin,35.8,14.7,High School,30.5
Toronto,"43.64661648637347, -79.42822913869513",Spanish,30.4,Mandarin,28.3,12.6,Master,86.7
Toronto,"43.647366764987225, -79.42269301897623",Arabic,55.4,English,19.2,14.9,Bachelor,68.9
Toronto,"43.64740816333511, -79.41971115906627",Mandarin,38.3,English,33.1,16.5,Bachelor,94.8
Toronto,"43.64657031088756, -79.41524926078847",Spanish,39.8,English,27.5,12.3,Bachelor,55.3
Toronto,"43.646693406861694, -79.41376779405483",English,43.9,Spanish,28.7,13.8,Master,60.5
Toronto,"43.646645431188475, -79.40811651696629",French,41.4,Arabic,29.8,14.2,Associate Degree,31.6
Toronto,"43.64713442537218, -79.40725561158558",Spanish,53.3,English,28.9,17.8,Master,58.2
Toronto,"43.64857779844456, -79.40405140219943",French,44.5,Mandarin,28.2,16.2,Master,98.1
