city,geo_location,total_population,male_population,female_population,male_avg_age,female_avg_age,overall_avg_age,avg_household_size
Riyadh,"24.713823574645286, 46.7123457772338",3716,1754,1962,27.3,42.7,35.4,3.6
Riyadh,"24.71316790396465, 46.72142164422568",4537,2384,2153,43.1,26.0,35.0,3.3
Riyadh,"24.713507337971752, 46.72468966886226",4485,2131,2354,40.4,43.4,42.0,3.8
Riyadh,"24.714864145015483, 46.732284846749415",4691,2509,2182,35.2,31.6,33.5,2.9
Riyadh,"24.713688782642073, 46.73990284795921",2838,1496,1342,27.3,26.1,26.7,3.7
Riyadh,"24.71297393879618, 46.744984286336134",1639,805,834,31.0,33.9,32.5,2.6
Riyadh,"24.713733741750517, 46.75231218601908",1127,564,563,35.8,35.4,35.6,4.3
Riyadh,"24.713522699771666, 46.760479064155476",4936,2645,2291,34.1,33.0,33.6,3.6
Riyadh,"24.71356352792641, 46.76796767668548",3460,1884,1576,36.0,38.0,36.9,4.0
Riyadh,"24.711529008533105, 46.771926358006056",4411,2116,2295,35.5,40.0,37.9,2.6
Riyadh,"24.713946440846197, 46.77814688420729",4484,2026,2458,27.9,35.2,31.9,3.7
Riyadh,"24.71474865048227, 46.787334652838446",2388,1301,1087,28.7,37.9,32.9,3.8
Riyadh,"24.714685391076504, 46.7925270995199",1363,623,740,35.8,33.5,34.5,3.7
Riyadh,"24.715014872126414, 46.79819612545099",1460,762,698,42.7,32.7,37.9,2.7
Riyadh,"24.719667827695424, 46.598712993567034",4276,2126,2150,32.8,25.3,29.1,2.6
Riyadh,"24.720688361981047, 46.60711102569086",1546,825,721,29.8,27.4,28.7,2.6
Riyadh,"24.720766054472325, 46.61371320927856",4102,2175,1927,44.9,33.4,39.5,3.8
Riyadh,"24.721149230318137, 46.61870967706938",4614,2198,2416,30.4,31.5,31.0,3.7
Riyadh,"24.719821351312085, 46.62698253183643",3581,1844,1737,37.8,31.7,34.9,3.5
Riyadh,"24.721725919277546, 46.63170583848462",4364,2345,2019,43.0,26.6,35.4,2.5
Riyadh,"24.71919717792639, 46.6394742777019",4057,1945,2112,38.2,38.2,38.2,3.1
Riyadh,"24.719515757406363, 46.64493733337795",3693,1985,1708,29.3,36.9,32.8,3.7
Riyadh,"24.719709295357568, 46.65353521766459",4845,2628,2217,44.1,34.2,39.6,3.0
Riyadh,"24.71917133085343, 46.65853818315631",1748,882,866,30.3,34.0,32.2,4.1
Riyadh,"24.72077847775398, 46.66576434083767",4796,2495,2301,30.0,32.5,31.2,4.0
Riyadh,"24.72010821093362, 46.673431918170344",1003,464,539,40.1,29.8,34.6,3.1
Riyadh,"24.720783317989383, 46.68044821497971",4458,2347,2111,38.8,25.8,32.7,3.2
Riyadh,"24.718437208937747, 46.68758558074572",3860,2031,1829,30.1,40.1,34.8,3.9
Riyadh,"24.720515914396316, 46.69528209038837",4338,2142,2196,32.3,43.8,38.2,3.9
Riyadh,"24.71993465193284, 46.70075461711302",4976,2360,2616,33.0,39.0,36.2,4.2
Riyadh,"24.721735566699156, 46.70861178043604",4681,2345,2336,27.9,32.0,30.0,3.9
Riyadh,"24.71914874921522, 46.71376871176107",2850,1566,1284,30.0,32.4,31.1,4.4
Riyadh,"24.719265954233997, 46.72010156490133",2638,1295,1343,45.0,44.2,44.6,3.0
Riyadh,"24.721980097342232, 46.726082080044165",1157,564,593,41.1,37.1,39.1,3.7
Riyadh,"24.71851885255022, 46.733583870684",3166,1553,1613,36.7,27.6,32.1,3.7
Riyadh,"24.72007882320074, 46.740527430429985",3322,1766,1556,44.4,42.1,43.3,3.8
Riyadh,"24.719970017814877, 46.745386295593285",1713,793,920,26.0,30.1,28.2,3.7
Riyadh,"24.720437623030925, 46.75416768160334",2584,1210,1374,44.2,36.3,40.0,2.8
Riyadh,"24.721917030638267, 46.7580063236689",2572,1264,1308,26.5,34.1,30.3,4.4
Riyadh,"24.718095947190076, 46.76716850963622",3389,1663,1726,28.8,31.9,30.4,3.7
Riyadh,"24.718471702895688, 46.774725612487615",3416,1847,1569,44.0,38.1,41.3,2.8
Riyadh,"24.721198257405025, 46.781995948029",4747,2486,2261,40.8,39.7,40.3,3.0
Riyadh,"24.7196561645581, 46.7860018356944",2313,1214,1099,39.7,42.3,40.9,3.3
Riyadh,"24.720241662019674, 46.79388334750768",3108,1542,1566,34.9,37.2,36.1,3.2
Riyadh,"24.718045189071916, 46.79880474855572",4198,2071,2127,31.0,29.9,30.5,3.6
Riyadh,"24.72579317347967, 46.601160782011384",1200,602,598,42.3,30.0,36.2,3.7
Riyadh,"24.72589775686364, 46.60669342517505",2011,924,1087,29.0,35.6,32.5,2.9
Riyadh,"24.725962362024198, 46.61135785838308",4131,2106,2025,28.1,27.5,27.8,2.5
Riyadh,"24.727410009821256, 46.61936544634092",1018,549,469,30.8,26.0,28.6,4.5
Riyadh,"24.72756425323791, 46.62713064003865",3860,1917,1943,33.0,41.8,37.4,3.9
Riyadh,"24.724783136193913, 46.63203584968628",4866,2222,2644,40.8,39.8,40.3,3.8
Riyadh,"24.725988725995037, 46.639351747421095",4493,2037,2456,30.7,43.7,37.8,2.6
Riyadh,"24.72735655849613, 46.648331318879364",2230,1029,1201,29.1,41.2,35.6,3.5
Riyadh,"24.727855684201984, 46.653915942215995",1623,876,747,41.9,34.4,38.4,2.6
Riyadh,"24.726592648759148, 46.660508801950826",3510,1769,1741,37.9,41.7,39.8,3.3
Riyadh,"24.728234899973828, 46.66681453684655",1654,867,787,38.3,38.9,38.6,3.1
Riyadh,"24.726007105284804, 46.67446928946617",1046,505,541,44.4,38.0,41.1,2.6
Riyadh,"24.726322478928005, 46.680970338584665",1748,827,921,41.6,25.6,33.2,4.4
Riyadh,"24.72800708961053, 46.685864041653225",2747,1353,1394,43.8,27.0,35.3,4.4
Riyadh,"24.727566523284064, 46.69259534469908",3288,1777,1511,33.0,43.3,37.7,3.6
Riyadh,"24.72681020856953, 46.69883304988079",5000,2663,2337,35.9,44.5,39.9,4.1
Riyadh,"24.727408639868052, 46.70786480800061",3658,2007,1651,32.4,35.7,33.9,4.3
Riyadh,"24.72821878454474, 46.71274771549501",1348,670,678,32.3,37.6,34.9,2.5
Riyadh,"24.728545119836408, 46.71912184011462",3521,1728,1793,27.0,35.5,31.3,3.6
Riyadh,"24.724791359325422, 46.728601141742125",2967,1380,1587,40.3,43.3,41.9,3.8
Riyadh,"24.72717271005713, 46.734702956433075",4159,1992,2167,41.9,31.2,36.3,4.1
Riyadh,"24.72695059323129, 46.73955826509557",2258,1126,1132,27.4,28.3,27.8,3.0
Riyadh,"24.727047434134786, 46.74812504142867",1297,668,629,34.6,37.4,36.0,4.2
Riyadh,"24.727672827501344, 46.75415439806951",1397,630,767,34.9,34.9,34.9,3.8
Riyadh,"24.725924664260244, 46.75812651286338",1300,649,651,44.4,26.2,35.3,3.3
Riyadh,"24.726322144938116, 46.766654884404254",4103,2082,2021,38.3,44.3,41.2,2.8
Riyadh,"24.725617235651757, 46.77314095865179",2366,1261,1105,39.9,36.7,38.4,3.9
Riyadh,"24.728469573665738, 46.77886455951706",3419,1606,1813,34.7,29.2,31.8,2.6
Riyadh,"24.72587593986119, 46.785115591755726",2221,1161,1060,41.2,42.0,41.6,3.1
Riyadh,"24.727806442599615, 46.794444494899174",4467,2210,2257,36.0,25.0,30.4,3.0
Riyadh,"24.728320082051336, 46.799775096371945",2766,1251,1515,40.0,35.7,37.6,4.2
Riyadh,"24.731433072431855, 46.59993065276459",4172,1971,2201,44.7,43.5,44.1,4.3
Riyadh,"24.733333550567053, 46.60542751338105",3833,2045,1788,33.3,26.5,30.1,4.0
Riyadh,"24.735027880404896, 46.61426309760036",1292,683,609,37.6,44.5,40.9,3.9
Riyadh,"24.73342784517935, 46.6211021328368",4495,2373,2122,32.1,34.7,33.3,3.0
Riyadh,"24.731906513525132, 46.62815386260842",3692,1722,1970,35.8,31.9,33.7,3.0
Riyadh,"24.734621887405186, 46.6350854287202",2570,1205,1365,30.1,37.1,33.8,2.6
Riyadh,"24.734040202488284, 46.63853086862579",4255,2065,2190,25.0,31.9,28.6,4.0
Riyadh,"24.73423161586235, 46.646504140309126",3985,2086,1899,26.9,42.9,34.5,3.4
Riyadh,"24.734188042894946, 46.65342271282621",2111,1101,1010,37.4,38.4,37.9,3.0
Riyadh,"24.731349772810272, 46.66172934937608",3729,1721,2008,33.0,37.9,35.6,4.1
Riyadh,"24.734081542656266, 46.66704381698981",1011,460,551,25.2,29.9,27.8,4.2
Riyadh,"24.731681636899708, 46.673200836943266",1051,548,503,31.4,31.2,31.3,3.6
Riyadh,"24.731517892413432, 46.68008231084842",1075,590,485,30.0,43.5,36.1,3.9
Riyadh,"24.733969270480046, 46.68591658986675",1612,754,858,41.1,25.5,32.8,2.9
Riyadh,"24.73364357267097, 46.69258190492706",2567,1256,1311,28.2,43.8,36.2,4.0
Riyadh,"24.734901875671046, 46.69928352147939",1977,991,986,43.3,35.9,39.6,3.3
Riyadh,"24.73210351589183, 46.70577326482134",4885,2334,2551,44.4,39.9,42.1,3.8
Riyadh,"24.73260993249534, 46.71309779582434",3187,1606,1581,28.0,31.4,29.7,3.7
Riyadh,"24.731803936688284, 46.718597282891196",2384,1094,1290,43.0,30.6,36.3,3.4
Riyadh,"24.732427880876696, 46.72472769353663",3458,1627,1831,29.1,29.7,29.4,3.9
Riyadh,"24.733825113184043, 46.73338957598117",1541,724,817,43.7,37.1,40.2,3.4
Riyadh,"24.732159642851627, 46.73940127255169",2079,1112,967,35.1,35.1,35.1,2.6
Riyadh,"24.732607272980744, 46.74523289398183",4148,2215,1933,34.7,35.1,34.9,4.4
Riyadh,"24.734150748117884, 46.752466404117364",3287,1637,1650,44.4,36.9,40.6,2.6
Riyadh,"24.732312633628784, 46.758284971484876",3783,1973,1810,37.0,37.3,37.1,3.6
Riyadh,"24.733786384867397, 46.766021622236785",3960,2107,1853,37.6,44.6,40.9,4.2
Riyadh,"24.7331079238867, 46.77185362934159",1323,607,716,38.6,43.2,41.1,4.1
Riyadh,"24.73321627564937, 46.78070198375137",2550,1173,1377,31.7,30.5,31.1,3.2
Riyadh,"24.73175704100878, 46.78488186616955",1192,577,615,41.0,29.8,35.2,3.8
Riyadh,"24.733039196314174, 46.79204926530633",1456,741,715,33.1,30.9,32.0,3.4
Riyadh,"24.73371781878346, 46.80037102489559",3800,1965,1835,28.2,25.4,26.8,3.0
Riyadh,"24.74134469761521, 46.60079746199983",4706,2339,2367,25.1,34.5,29.9,3.0
Riyadh,"24.740465261350742, 46.605916429271275",3912,1869,2043,34.6,39.0,36.9,4.1
Riyadh,"24.74126976791615, 46.61418492807225",4537,2282,2255,42.8,40.5,41.7,4.3
Riyadh,"24.740683481061737, 46.620133939715586",4667,2191,2476,33.9,26.3,29.8,3.3
Riyadh,"24.7418947275556, 46.62768963840895",1300,691,609,36.4,39.6,37.9,3.7
Riyadh,"24.739862781452175, 46.63186051445483",2725,1465,1260,34.7,32.7,33.8,3.3
Riyadh,"24.741251404070926, 46.641678756168446",4574,2244,2330,30.0,39.1,34.6,3.7
Riyadh,"24.739873103621523, 46.64648900334966",4779,2151,2628,29.6,25.3,27.2,4.0
Riyadh,"24.740737911899224, 46.65417419694165",1301,681,620,31.0,27.6,29.4,3.5
Riyadh,"24.73986158625694, 46.658926776854614",3275,1770,1505,25.1,43.1,33.4,3.5
Riyadh,"24.73889517781567, 46.668111051774886",1198,578,620,41.3,32.9,36.9,2.6
Riyadh,"24.740467768348996, 46.67498477977604",2621,1242,1379,41.6,32.4,36.8,2.8
Riyadh,"24.739568307673437, 46.68079845848433",3174,1709,1465,26.8,37.7,31.8,3.0
Riyadh,"24.74066072247417, 46.68782178149206",1032,528,504,36.8,25.2,31.1,2.9
Riyadh,"24.741529615560914, 46.69314646560413",1179,600,579,44.8,26.2,35.6,4.0
Riyadh,"24.73812105652885, 46.699901337448146",3617,1638,1979,32.3,25.5,28.6,3.0
Riyadh,"24.739405763282736, 46.70651163340148",1647,854,793,40.3,34.2,37.4,3.2
Riyadh,"24.73868320617921, 46.714405099392394",2914,1514,1400,32.3,42.1,37.0,3.6
Riyadh,"24.740417760925734, 46.71850957600796",4376,2050,2326,32.8,26.0,29.2,3.9
Riyadh,"24.73841172884124, 46.72793687823557",2762,1254,1508,42.3,34.3,37.9,4.3
Riyadh,"24.74118703109345, 46.732636812246525",4881,2437,2444,30.9,31.4,31.2,4.1
Riyadh,"24.74059780565116, 46.74116972375816",3581,1822,1759,27.7,31.4,29.5,4.0
Riyadh,"24.740130982263715, 46.7462699325658",4942,2522,2420,38.9,43.5,41.1,3.0
Riyadh,"24.73965376762267, 46.753816832688756",1370,633,737,25.3,36.2,31.2,3.9
Riyadh,"24.74019179606912, 46.76189556692488",3438,1680,1758,37.6,35.6,36.6,3.1
Riyadh,"24.73953526583511, 46.76602952329938",4436,2371,2065,40.2,33.0,36.9,3.3
Riyadh,"24.74125566281957, 46.773697214129506",4551,2124,2427,40.9,32.4,36.4,2.7
Riyadh,"24.74113725590647, 46.779741414832095",3525,1760,1765,31.3,33.1,32.2,2.5
Riyadh,"24.741149307082363, 46.78684477418742",4971,2640,2331,27.1,33.4,30.0,2.8
Riyadh,"24.738944617276584, 46.79398378236103",3219,1584,1635,34.0,30.9,32.4,4.2
Riyadh,"24.738311577610357, 46.8017234530363",1631,857,774,43.0,33.1,38.3,2.8
Riyadh,"24.746963419829907, 46.599946521226",2447,1296,1151,26.3,35.1,30.4,2.6
Riyadh,"24.747035319206994, 46.60651830040392",2533,1381,1152,38.6,26.4,33.0,3.0
Riyadh,"24.746887017471522, 46.614621425542595",3973,2040,1933,26.8,34.9,30.8,2.7
Riyadh,"24.745371362675467, 46.62182353378552",2733,1244,1489,35.5,36.4,36.0,3.2
Riyadh,"24.744945097205985, 46.62510164520201",1734,824,910,26.5,29.9,28.3,3.2
Riyadh,"24.747922933546594, 46.63441870684881",2811,1424,1387,26.1,32.5,29.3,3.0
Riyadh,"24.74618231072011, 46.63997718058959",4052,1971,2081,26.9,41.2,34.3,3.9
Riyadh,"24.74730732570275, 46.645028798686",4759,2364,2395,26.1,39.5,32.8,2.7
Riyadh,"24.74793480102635, 46.65488237947963",4823,2525,2298,40.2,43.6,41.8,3.8
Riyadh,"24.74827969068552, 46.660544531280095",3177,1556,1621,44.3,43.7,44.0,4.2
Riyadh,"24.744667404028487, 46.665253568082875",2657,1349,1308,33.6,32.8,33.2,2.7
Riyadh,"24.74526353239376, 46.67345835661763",1962,921,1041,31.4,37.1,34.5,3.0
Riyadh,"24.74622659730759, 46.680311725659585",3746,1895,1851,32.9,44.1,38.4,3.2
Riyadh,"24.745449333147377, 46.68739273381861",2919,1327,1592,28.7,29.9,29.3,4.0
Riyadh,"24.74593305753568, 46.69361443896476",2958,1581,1377,41.0,26.8,34.4,3.0
Riyadh,"24.7483194837276, 46.69921820053216",4504,2029,2475,37.8,36.3,37.0,2.8
Riyadh,"24.74843999985665, 46.7064055748001",3471,1686,1785,34.8,29.3,32.0,4.2
Riyadh,"24.74859698788072, 46.71271039183905",1588,824,764,37.1,34.6,35.9,4.1
Riyadh,"24.745023816285016, 46.718032477009636",1545,727,818,45.0,33.1,38.7,3.0
Riyadh,"24.74861235326063, 46.726283456330926",1762,945,817,43.4,31.4,37.9,4.0
Riyadh,"24.745176889454896, 46.7325100719848",4340,2124,2216,41.1,44.3,42.7,3.3
Riyadh,"24.746143558240963, 46.74019554054641",4520,2302,2218,28.7,28.3,28.5,3.4
Riyadh,"24.74487917591137, 46.74748008316437",1969,1008,961,39.2,29.5,34.4,3.6
Riyadh,"24.747949679801227, 46.75277031185556",2385,1228,1157,25.9,29.8,27.8,2.9
Riyadh,"24.748111658025252, 46.76146271854732",3356,1541,1815,38.8,25.0,31.3,3.3
Riyadh,"24.74560763134852, 46.76747555419575",1773,838,935,41.0,35.3,38.0,3.1
Riyadh,"24.746243739961344, 46.77260584257181",1870,1021,849,34.9,26.4,31.0,3.7
Riyadh,"24.746197825126032, 46.77952626018033",1611,868,743,25.2,38.5,31.3,3.2
Riyadh,"24.746847141818538, 46.78731661690791",2315,1241,1074,31.6,30.4,31.0,3.2
Riyadh,"24.74656615231849, 46.79208624068564",4672,2284,2388,43.3,33.9,38.5,3.4
Riyadh,"24.74620504689743, 46.801697928171166",3825,1954,1871,26.4,36.0,31.1,2.9
Riyadh,"24.754693184080242, 46.59861706916357",1120,504,616,41.6,40.8,41.2,4.5
Riyadh,"24.755323157505376, 46.60734693099436",1874,969,905,28.7,40.2,34.2,4.5
Riyadh,"24.751870443125913, 46.611620317319485",3968,2094,1874,43.3,34.9,39.3,3.4
Riyadh,"24.751396164530835, 46.62088535692945",1894,890,1004,26.5,42.7,35.1,3.5
Riyadh,"24.753280138681074, 46.6264136071297",4932,2236,2696,33.0,43.6,38.8,4.0
Riyadh,"24.755294203901364, 46.631671987110494",1115,604,511,33.9,29.1,31.7,3.2
Riyadh,"24.75390230493166, 46.63966342186511",1975,963,1012,25.7,37.3,31.6,2.8
Riyadh,"24.753157447950848, 46.6478223803648",3062,1621,1441,27.7,30.8,29.1,4.0
Riyadh,"24.75375105138412, 46.65303615001708",1153,592,561,40.8,31.0,36.0,2.6
Riyadh,"24.752052522841723, 46.66003765965772",4677,2336,2341,25.4,38.0,31.7,3.4
Riyadh,"24.753541533454857, 46.66646684973591",4201,2209,1992,35.1,33.6,34.4,3.3
Riyadh,"24.752754562255515, 46.6720764974681",2520,1277,1243,25.0,43.5,34.2,4.2
Riyadh,"24.753751626362625, 46.680311754003114",1056,564,492,29.9,33.1,31.4,4.1
Riyadh,"24.75472054888003, 46.68561366653578",3713,2035,1678,37.7,40.9,39.1,4.4
Riyadh,"24.753340248553037, 46.692976684588",4616,2518,2098,30.2,33.2,31.6,2.6
Riyadh,"24.75351799837479, 46.69946788010101",3349,1657,1692,31.3,34.7,33.0,3.7
Riyadh,"24.755246267131106, 46.70693926497747",1427,716,711,29.4,36.7,33.0,4.0
Riyadh,"24.754152863503553, 46.71178599081179",3782,1885,1897,36.5,35.8,36.2,3.1
Riyadh,"24.7532594649681, 46.72076198905945",3450,1824,1626,30.2,43.3,36.3,3.5
Riyadh,"24.751901683252957, 46.727591839398734",1140,580,560,37.4,31.3,34.4,3.1
Riyadh,"24.755267649725855, 46.735268006843846",4550,2175,2375,39.0,38.2,38.6,2.8
Riyadh,"24.754448812602345, 46.73985974530925",2707,1427,1280,33.7,29.3,31.7,2.8
Riyadh,"24.751646271741095, 46.74822632857988",1911,1046,865,30.1,32.6,31.3,2.8
Riyadh,"24.751687118736264, 46.753223139622726",1642,856,786,36.7,43.7,40.1,3.6
Riyadh,"24.754300077776026, 46.761841644187825",3666,1677,1989,42.3,27.1,34.1,3.7
Riyadh,"24.75164566100689, 46.76720141732313",3303,1794,1509,29.6,25.3,27.6,3.9
Riyadh,"24.7545257262959, 46.772583332219114",1747,905,842,33.7,39.0,36.3,4.3
Riyadh,"24.751544430421898, 46.77937418468401",1669,773,896,28.9,36.8,33.1,3.6
Riyadh,"24.754447441866322, 46.78654214190803",4749,2281,2468,35.0,28.5,31.6,4.3
Riyadh,"24.753383985774896, 46.793210262901795",3609,1682,1927,33.0,34.2,33.6,3.5
Riyadh,"24.754268591523118, 46.79968406442859",3013,1375,1638,35.3,35.0,35.1,2.8
Riyadh,"24.76184232520991, 46.60119289288803",4953,2292,2661,34.0,37.9,36.1,3.8
Riyadh,"24.759156833772884, 46.604807971627366",1236,596,640,35.9,42.0,39.0,2.6
Riyadh,"24.76169145806425, 46.614331034450856",3138,1427,1711,39.0,44.7,42.1,2.9
Riyadh,"24.760907886856348, 46.62025482509317",3962,1884,2078,37.8,33.0,35.3,3.4
Riyadh,"24.758245671052617, 46.626559308794484",3355,1710,1645,44.4,44.4,44.4,3.3
Riyadh,"24.758676316963818, 46.6315398128725",4084,2115,1969,35.3,38.7,37.0,3.7
Riyadh,"24.761961459317558, 46.64123558311872",3323,1752,1571,32.7,42.7,37.4,3.6
Riyadh,"24.760497268021922, 46.64581392928416",4977,2241,2736,37.4,43.4,40.7,2.8
Riyadh,"24.75833004066726, 46.653355717770566",2617,1388,1229,26.0,35.9,30.6,3.6
Riyadh,"24.761405781024212, 46.659111395187736",1576,774,802,32.7,27.6,30.1,2.7
Riyadh,"24.758530155051226, 46.66579055439259",2321,1127,1194,31.4,34.0,32.7,3.5
Riyadh,"24.76143143353632, 46.671390145373586",4895,2338,2557,35.0,43.5,39.5,4.4
Riyadh,"24.758446197617168, 46.67869845539064",2320,1120,1200,40.2,42.8,41.5,3.2
Riyadh,"24.760367080501887, 46.68527120912053",4956,2315,2641,34.4,30.5,32.3,2.5
Riyadh,"24.759786612670716, 46.69456469609863",2582,1297,1285,31.8,40.7,36.2,3.3
Riyadh,"24.759045010351617, 46.700803099490294",3174,1699,1475,30.8,26.1,28.7,2.6
Riyadh,"24.759939674055005, 46.70786415469231",2567,1245,1322,31.5,28.1,29.7,4.3
Riyadh,"24.761448057712112, 46.712704725314694",4529,2175,2354,26.4,35.2,31.0,3.7
Riyadh,"24.758337605862838, 46.718580281007156",4821,2312,2509,27.9,42.0,35.2,2.9
Riyadh,"24.761735767418795, 46.72528326786074",3167,1553,1614,35.7,33.5,34.6,3.5
Riyadh,"24.75998379310229, 46.73530767563223",1955,1043,912,41.4,42.3,41.8,4.0
Riyadh,"24.761081471156572, 46.738951789756435",2853,1289,1564,29.9,28.9,29.3,4.3
Riyadh,"24.759760740033567, 46.74721696533264",2221,1179,1042,30.4,43.3,36.4,3.5
Riyadh,"24.75884342698985, 46.75427077777709",2684,1224,1460,25.9,38.9,33.0,4.0
Riyadh,"24.759380302877855, 46.76056904438926",3214,1642,1572,35.7,25.6,30.8,3.7
Riyadh,"24.761021935725797, 46.765130644124326",4574,2185,2389,26.4,30.4,28.5,3.7
Riyadh,"24.75867040158701, 46.772928312544316",3391,1787,1604,37.8,41.5,39.5,3.5
Riyadh,"24.759205468519816, 46.78098460218156",2985,1602,1383,43.4,42.9,43.2,4.3
Riyadh,"24.761009711412267, 46.78679674999615",1552,828,724,31.7,28.1,30.0,3.0
Riyadh,"24.759519203176605, 46.79415576455166",1859,903,956,37.2,35.5,36.3,3.1
Riyadh,"24.759898358323056, 46.79858059932382",4745,2155,2590,29.1,40.1,35.1,3.3
Riyadh,"24.768147777610064, 46.59804745216039",3831,1912,1919,44.8,44.5,44.6,2.5
Riyadh,"24.76837555677088, 46.60646194916116",2318,1158,1160,37.8,29.5,33.6,3.0
Riyadh,"24.767380640287666, 46.615180384224566",1077,580,497,36.7,37.6,37.1,3.6
Riyadh,"24.767398171910322, 46.618164070460125",1574,811,763,33.6,28.4,31.1,3.7
Riyadh,"24.76833751523091, 46.627216363271685",2107,979,1128,42.4,42.1,42.3,4.1
Riyadh,"24.768491401290223, 46.6330604768478",4970,2281,2689,43.2,37.0,39.9,4.0
Riyadh,"24.768338834732337, 46.64143342269279",2360,1184,1176,37.2,42.4,39.8,3.4
Riyadh,"24.766006536293137, 46.645735017929546",4458,2145,2313,25.8,26.9,26.4,4.0
Riyadh,"24.7650597738203, 46.65395070645961",3723,1846,1877,30.7,33.7,32.2,3.2
Riyadh,"24.766231281721424, 46.661092604061224",2496,1361,1135,27.3,31.2,29.0,3.5
Riyadh,"24.767663030313702, 46.667603920489704",2742,1436,1306,44.9,38.7,41.9,3.9
Riyadh,"24.767021563831086, 46.672113036071856",1825,821,1004,35.4,39.5,37.7,4.2
Riyadh,"24.76601629307899, 46.68076111331562",2310,1221,1089,35.4,32.9,34.2,3.5
Riyadh,"24.76538633327623, 46.686857116888284",4840,2311,2529,36.4,28.2,32.1,3.8
Riyadh,"24.767357874105624, 46.694660091332636",1900,886,1014,42.8,25.6,33.7,3.8
Riyadh,"24.76471451231076, 46.69839079503791",3959,1998,1961,39.3,40.1,39.7,2.8
Riyadh,"24.765082295805776, 46.70645043548002",2720,1452,1268,30.9,35.3,32.9,2.7
Riyadh,"24.765544331969576, 46.7124665214097",2816,1321,1495,25.0,33.1,29.3,4.2
Riyadh,"24.76543898479245, 46.718094801891425",1875,966,909,37.8,38.6,38.2,3.2
Riyadh,"24.765034431796973, 46.72842068853758",4325,2175,2150,42.9,40.3,41.6,3.4
Riyadh,"24.767293088740924, 46.73467516988169",3050,1418,1632,40.6,42.7,41.7,4.1
Riyadh,"24.768468622503658, 46.740552331540634",4365,2112,2253,31.2,37.5,34.5,3.7
Riyadh,"24.767498967089985, 46.74514657510577",1095,594,501,43.6,29.7,37.2,3.4
Riyadh,"24.768092429963886, 46.75185296234615",1591,750,841,34.5,34.0,34.2,3.5
Riyadh,"24.76729224518231, 46.761599588860506",3372,1526,1846,28.0,28.4,28.2,3.4
Riyadh,"24.766930941883817, 46.768535328701674",4389,2226,2163,25.7,41.3,33.4,4.0
Riyadh,"24.768250673188096, 46.774115947867955",2754,1326,1428,30.5,41.0,35.9,3.6
Riyadh,"24.765680009622212, 46.77986782230915",3612,1787,1825,38.4,36.0,37.2,4.1
Riyadh,"24.768411394906312, 46.787221788698034",2829,1437,1392,39.1,26.4,32.8,4.1
Riyadh,"24.768357448230045, 46.79243886758196",2723,1360,1363,31.3,36.9,34.1,2.7
Riyadh,"24.76637460026221, 46.80161356597148",4352,2340,2012,35.9,37.5,36.6,2.6
Riyadh,"24.77441285536995, 46.59929361651115",2853,1497,1356,34.3,26.3,30.5,3.7
Riyadh,"24.77198119745992, 46.60496265490683",2312,1154,1158,26.2,36.6,31.4,3.2
Riyadh,"24.77444175713447, 46.612864529343106",3492,1837,1655,37.5,28.4,33.2,4.2
Riyadh,"24.772663952280958, 46.61824023459132",1860,931,929,36.0,33.9,34.9,2.9
Riyadh,"24.775155756130204, 46.625725326076484",1093,585,508,44.2,38.7,41.6,3.3
Riyadh,"24.773095632664443, 46.63330022047895",1618,766,852,33.0,27.2,29.9,2.7
Riyadh,"24.775047678526263, 46.640441207539816",3587,1896,1691,37.1,37.6,37.3,3.2
Riyadh,"24.77204710201359, 46.646634895844514",1361,686,675,41.1,27.0,34.1,4.4
Riyadh,"24.77190882373474, 46.65440816262657",3650,1930,1720,35.5,32.7,34.2,3.8
Riyadh,"24.772206879326124, 46.660573352667875",4122,1895,2227,40.3,41.3,40.9,2.6
Riyadh,"24.774983770224697, 46.66752826793767",4389,2189,2200,43.3,32.8,38.0,4.0
